0 0.498743
2 0.500488
4 0.500842
6 0.499402
8 0.500891
10 0.500439
12 0.498865
14 0.499646
16 0.497632
18 0.498792
20 0.500269
22 0.503601
24 0.499194
26 0.499036
28 0.499011
30 0.499426
32 0.499414
34 0.501685
36 0.499597
38 0.499292
40 0.500586
