0 0.50293
2 0.498071
4 0.497778
6 0.498108
8 0.500244
10 0.499487
12 0.497131
14 0.501868
16 0.50022
18 0.499109
20 0.501758
22 0.500281
24 0.498218
26 0.500989
28 0.496143
30 0.501379
32 0.498193
34 0.499304
36 0.501782
38 0.499097
40 0.499854
