0 24.2636 23.3743 23.6803
0.000100014 24.0241 23.3588 23.5394
0.000200029 23.6905 23.3383 23.4284
0.000300043 23.3186 23.3179 23.3548
0.000400057 22.9819 23.3021 23.3202
0.000500071 22.7569 23.2933 23.3213
0.000600086 22.6952 23.2914 23.2485
0.0007001 22.8011 23.2943 23.2367
0.000800114 23.0335 23.2979 23.2924
0.000900129 23.3313 23.2983 23.4105
0.00100014 23.6399 23.2918 23.5763
0.00110016 23.9242 23.2768 23.7701
0.00120017 24.1682 23.2537 23.9712
0.00130019 24.3701 23.2252 24.1612
0.0014002 24.5339 23.1953 24.3247
0.00150021 24.6631 23.1688 24.4498
0.00160023 24.7558 23.1496 24.5271
0.00170024 24.8026 23.1402 24.5495
0.00180026 24.7872 23.1405 24.5117
0.00190027 24.6898 23.1483 24.4104
0.00200029 24.4907 23.1596 24.2447
0.0021003 24.1748 23.17 24.0168
0.00220031 23.7368 23.1754 23.7335
0.00230033 23.1886 23.1733 23.4067
0.00240034 22.5688 23.1634 23.0549
0.00250036 21.9529 23.1474 22.702
0.00260037 21.4506 23.1288 22.3751
0.00270039 21.1713 23.1119 22.0995
0.0028004 21.1593 23.1008 21.8921
0.00290041 21.3585 23.0984 21.7569
0.00300043 21.6486 23.1056 21.6853
0.00310044 21.9104 23.121 21.6606
0.00320046 22.0627 23.1416 21.666
0.00330047 22.0689 23.1631 21.6918
0.00340049 21.9354 23.1817 21.7383
0.0035005 21.7145 23.1944 21.8157
0.00360051 21.5078 23.2002 21.9398
0.00370053 21.4517 23.1998 22.1238
0.00380054 21.6577 23.1957 22.3713
0.00390056 22.1372 23.1916 22.6713
0.00400057 22.7918 23.1914 23
0.00410059 23.4816 23.1984 23.3265
0.0042006 24.0895 23.2143 23.6199
0.00430061 24.5406 23.2391 23.854
0.00440063 24.7941 23.2712 24.0102
0.00450064 24.8318 23.3075 24.0786
0.00460066 24.6514 23.3446 24.0578
0.00470067 24.2673 23.3794 23.9553
0.00480069 23.7187 23.4098 23.7878
0.0049007 23.086 23.4349 23.5797
0.00500071 22.5033 23.4551 23.3618
0.00510073 22.1379 23.4631 23.1655
0.00520074 22.1034 23.4724 23.0151
0.00530076 22.3703 23.4856 22.9205
0.00540077 22.7879 23.5038 22.874
0.00550079 23.188 23.5266 22.854
0.0056008 23.4492 23.5519 22.8327
0.00570081 23.5024 23.5768 22.7856
0.00580083 23.3164 23.5981 22.6978
