0 0.502979
2 0.501599
4 0.500439
6 0.50177
8 0.497888
10 0.500317
12 0.498511
14 0.498779
16 0.500195
18 0.501929
20 0.501868
22 0.497644
24 0.50011
26 0.499927
28 0.501758
30 0.499414
32 0.497034
34 0.499426
36 0.501184
38 0.501208
40 0.497363
