0 0.498901
2 0.499597
4 0.500977
6 0.502112
8 0.500574
10 0.49679
12 0.500293
14 0.49967
16 0.500891
18 0.498633
20 0.500598
22 0.498267
24 0.500818
26 0.498401
28 0.503186
30 0.500037
32 0.498743
34 0.498999
36 0.50437
38 0.499463
40 0.498828
