0 0.499927
2 0.50166
4 0.497522
6 0.501404
8 0.501428
10 0.499707
12 0.503223
14 0.498315
16 0.498975
18 0.501318
20 0.499194
22 0.501257
24 0.502539
26 0.498547
28 0.496985
30 0.499939
32 0.501721
34 0.501367
36 0.499646
38 0.501489
40 0.502002
